sku_id,week,sku_id,base_demand,actual_demand,promotion_active,promotion_discount_pct,stockout_qty,service_level_pct,season,weather,competitor_promotion,product_name,category,supplier_id,unit_cost,selling_price,profit_margin,margin_pct,weight_lbs,volume_cuft,avg_lead_time_days,min_order_qty,is_promotional_item,value_density,avg_actual_leadtime,leadtime_std,avg_variance,max_weight_lbs,max_volume_cuft,cost_per_load,profit_per_unit,total_revenue,total_profit,promotion_lift,qty_on_hand,safety_stock,reorder_point,order_quantity,inventory_status,days_of_supply,daily_usage,projected_on_hand,buffer_ratio,risk_level,shortage_qty,days_until_runout,urgency_score,truck_max_weight,truck_max_volume,truck_cost,max_order_qty,priority
SKU187,52,SKU187,68.6,61.6,False,0,0.0,97.5,Q4,Normal,False,Safety Equipment Item 187,Safety Equipment,SUP002,133.78,217.13,83.35,38.4,4.44,0.137,6.2,25,False,18.77,6.4750000000000005,0.8656316663675035,0.6749999999999999,60000,3000,2000,83.35,13375.208,5134.36,-10.20408163265305,98,25,88,137,Normal,10.0,9.8,35.0,1.4,HIGH,0,10.0,0.1656829679595278,60000,3000,2000,0,HIGH
SKU199,52,SKU199,18.7,21.7,False,0,0.0,98.8,Q4,Normal,False,Safety Equipment Item 199,Safety Equipment,SUP005,59.73,127.97,68.24,53.3,4.12,0.114,6.3,50,False,16.58,6.708333333333333,1.2752599259711244,0.9249999999999999,75000,3800,2300,68.24000000000001,2776.949,1480.8080000000002,16.042780748663098,23,8,25,50,Reorder,8.6,2.7,5.0,0.62,CRITICAL,2,8.5,0.11435809939490131,75000,3800,2300,6,HIGH
SKU203,52,SKU203,20.4,22.0,False,0,0.0,98.4,Q4,Stormy,True,Safety Equipment Item 203,Safety Equipment,SUP002,107.69,209.87,102.18,48.7,1.36,0.204,8.0,50,False,75.21,8.458333333333334,0.7809764672666145,0.6416666666666667,60000,3000,2000,102.18,4617.14,2247.96,7.843137254901977,36,9,33,50,Normal,12.4,2.9,11.0,1.22,HIGH,0,12.4,0.07472392971767394,60000,3000,2000,0,HIGH
SKU207,52,SKU207,66.5,53.1,False,0,13.0,96.5,Q4,Hot,False,Safety Equipment Item 207,Safety Equipment,SUP001,45.55,95.64,50.1,52.4,3.38,0.236,4.7,100,False,14.81,5.058333333333334,0.5401318581998514,0.5083333333333333,80000,4000,2500,50.09,5078.484,2659.7790000000005,-20.150375939849617,23,20,68,133,Reorder,2.4,9.5,0.0,0.0,CRITICAL,45,2.4,0.5190043977118672,80000,4000,2500,135,CRITICAL
SKU217,52,SKU217,72.3,71.2,False,0,0.0,95.9,Q4,Cold,False,Safety Equipment Item 217,Safety Equipment,SUP001,85.53,182.65,97.12,53.2,4.72,0.232,4.4,100,False,20.57,4.875,0.6607502622707836,0.5583333333333333,80000,4000,2500,97.12,13004.68,6914.944,-1.5214384508990264,75,20,70,144,Normal,7.3,10.3,25.0,1.25,HIGH,0,7.3,0.19041557901545425,80000,4000,2500,0,HIGH
SKU230,52,SKU230,27.6,32.7,False,0,0.0,96.4,Q4,Stormy,False,Safety Equipment Item 230,Safety Equipment,SUP005,29.22,45.98,16.76,36.4,6.36,0.329,6.7,50,False,2.63,7.241666666666667,1.0646880322707708,0.8250000000000001,75000,3800,2300,16.759999999999998,1503.546,548.052,18.47826086956521,39,10,38,55,Normal,9.9,3.9,11.0,1.1,CRITICAL,0,10.0,0.09654300168634065,75000,3800,2300,0,HIGH
SKU232,52,SKU232,60.0,63.1,False,0,0.8,98.5,Q4,Cold,True,Safety Equipment Item 232,Safety Equipment,SUP003,19.85,32.42,12.57,38.8,3.46,0.467,9.8,100,True,3.63,10.508333333333333,1.052666167693282,1.025,40000,2000,1500,12.57,2045.7020000000002,793.167,5.166666666666675,43,31,121,120,Reorder,5.0,8.6,0.0,0.0,CRITICAL,78,5.0,0.39456886820063275,40000,2000,1500,234,CRITICAL
SKU238,52,SKU238,77.9,67.7,False,0,0.0,95.4,Q4,Cold,False,Safety Equipment Item 238,Safety Equipment,SUP003,148.68,326.97,178.29,54.5,2.29,0.275,9.6,25,False,77.73,10.191666666666666,1.4336592300399669,1.075,40000,2000,1500,178.29000000000002,22135.869000000002,12070.233000000002,-13.093709884467264,149,31,144,155,Normal,13.4,11.1,36.0,1.16,CRITICAL,0,13.4,0.16867936875487655,40000,2000,1500,0,HIGH
SKU244,52,SKU244,47.5,36.9,False,0,5.7,97.2,Q4,Hot,False,Safety Equipment Item 244,Safety Equipment,SUP004,143.64,364.82,221.18,60.6,7.75,0.209,4.7,250,False,28.53,4.933333333333334,0.515810630038395,0.48333333333333334,65000,3200,2200,221.18,13461.857999999998,8161.542,-22.315789473684212,7,15,48,250,Critical,1.0,6.8,0.0,0.0,CRITICAL,41,1.0,0.8363511804384486,65000,3200,2200,123,CRITICAL
SKU264,52,SKU264,62.9,57.7,False,0,7.5,97.9,Q4,Cold,False,Safety Equipment Item 264,Safety Equipment,SUP005,24.11,67.2,43.09,64.1,4.39,0.106,7.2,79,False,9.82,7.391666666666667,1.006757471320976,0.775,75000,3800,2300,43.09,3877.4400000000005,2486.293,-8.26709062003179,13,26,92,125,Critical,1.4,9.0,0.0,0.0,CRITICAL,79,1.4,0.7208223791019451,75000,3800,2300,237,CRITICAL
SKU266,52,SKU266,77.1,59.5,False,0,7.0,95.1,Q4,Cold,False,Safety Equipment Item 266,Safety Equipment,SUP005,27.43,60.22,32.8,54.5,4.99,0.319,10.2,96,False,6.57,10.741666666666667,1.214651714640369,1.1083333333333334,75000,3800,2300,32.79,3583.09,1951.0049999999999,-22.827496757457844,53,31,149,154,Reorder,4.8,11.0,0.0,0.0,CRITICAL,96,4.8,0.4274721206771016,75000,3800,2300,288,CRITICAL
SKU268,52,SKU268,29.8,33.3,False,0,0.0,98.9,Q4,Hot,False,Safety Equipment Item 268,Safety Equipment,SUP001,106.82,224.82,118.0,52.5,3.56,0.027,5.2,10,False,33.14,5.608333333333333,0.7833010954036804,0.775,80000,4000,2500,118.0,7486.505999999999,3929.3999999999996,11.744966442952997,41,12,35,59,Normal,9.6,4.3,17.0,1.42,HIGH,0,9.5,0.10288453004348985,80000,4000,2500,0,HIGH
SKU271,52,SKU271,20.0,21.5,False,0,0.0,95.0,Q4,Cold,False,Safety Equipment Item 271,Safety Equipment,SUP001,138.01,235.75,97.74,41.5,3.16,0.224,5.7,50,False,30.92,5.783333333333334,0.5702205846437984,0.3666666666666667,80000,4000,2500,97.74000000000001,5068.625,2101.4100000000003,7.499999999999996,5,5,21,50,Reorder,1.8,2.9,0.0,0.0,CRITICAL,16,1.7,0.5564158884464409,80000,4000,2500,48,CRITICAL
SKU279,52,SKU279,56.5,47.0,False,0,11.0,97.5,Q4,Cold,False,Safety Equipment Item 279,Safety Equipment,SUP005,112.46,215.81,103.35,47.9,3.39,0.255,6.5,55,False,30.52,6.733333333333333,0.995748538294258,0.7833333333333333,75000,3800,2300,103.35000000000001,10143.07,4857.450000000001,-16.814159292035402,20,21,75,113,Critical,2.5,8.1,0.0,0.0,CRITICAL,55,2.5,0.5152782462057336,75000,3800,2300,165,CRITICAL
SKU283,52,SKU283,23.7,18.7,False,0,0.6,95.1,Q4,Normal,False,Safety Equipment Item 283,Safety Equipment,SUP001,135.92,259.27,123.36,47.6,2.03,0.264,5.4,50,False,60.7,6.1000000000000005,0.9620054809898669,0.7999999999999999,80000,4000,2500,123.35,4848.348999999999,2306.645,-21.097046413502106,10,7,27,50,Reorder,3.0,3.4,0.0,0.0,CRITICAL,17,2.9,0.401268955179521,80000,4000,2500,51,CRITICAL
SKU291,52,SKU291,61.9,67.7,False,0,5.3,99.0,Q4,Normal,False,Safety Equipment Item 291,Safety Equipment,SUP001,72.35,121.89,49.53,40.6,7.31,0.263,5.3,76,True,6.78,5.733333333333333,0.5974694109071167,0.6,80000,4000,2500,49.540000000000006,8251.953,3353.8580000000006,9.369951534733456,0,26,76,123,Critical,0.0,8.8,0.0,0.0,CRITICAL,76,0.0,50.4043844856661,80000,4000,2500,228,CRITICAL
SKU301,52,SKU301,42.7,40.3,False,0,8.5,98.2,Q4,Hot,True,Safety Equipment Item 301,Safety Equipment,SUP003,128.04,307.6,179.56,58.4,1.77,0.029,12.6,72,False,101.27,13.516666666666666,1.5367222102628535,1.4000000000000001,40000,2000,1500,179.56000000000003,12396.28,7236.268000000001,-5.620608899297441,34,24,106,85,Reorder,5.6,6.1,0.0,0.0,CRITICAL,72,5.6,0.3650660445539379,40000,2000,1500,216,CRITICAL
SKU308,52,SKU308,52.6,52.1,False,0,0.0,95.7,Q4,Hot,False,Safety Equipment Item 308,Safety Equipment,SUP003,123.51,247.85,124.33,50.2,1.53,0.299,13.1,95,False,81.34,13.741666666666667,1.8720228890079569,1.1416666666666666,40000,2000,1500,124.33999999999999,12912.985,6478.114,-0.9505703422053258,33,25,128,105,Reorder,4.4,7.5,0.0,0.0,CRITICAL,95,4.4,0.4249941313429404,40000,2000,1500,285,CRITICAL
SKU309,52,SKU309,38.2,44.1,False,0,0.0,95.8,Q4,Cold,True,Safety Equipment Item 309,Safety Equipment,SUP002,22.69,52.47,29.78,56.8,3.64,0.24,8.9,250,False,8.18,9.733333333333333,1.9184905682869702,1.5833333333333333,60000,3000,2000,29.779999999999998,2313.927,1313.298,15.445026178010469,72,15,68,250,Normal,13.2,5.5,18.0,1.2,HIGH,0,13.1,0.10258615141021846,60000,3000,2000,0,HIGH
SKU314,52,SKU314,70.6,57.5,False,0,0.0,96.0,Q4,Cold,True,Safety Equipment Item 314,Safety Equipment,SUP004,44.77,77.84,33.08,42.5,2.14,0.44,6.5,100,False,15.48,7.491666666666667,1.0595525070290357,1.1416666666666666,65000,3200,2200,33.07,4475.8,1901.525,-18.555240793201122,112,25,100,141,Normal,11.1,10.1,36.0,1.44,HIGH,0,11.1,0.16410069428619176,65000,3200,2200,0,HIGH
SKU316,52,SKU316,61.6,55.3,False,0,16.7,98.1,Q4,Normal,False,Safety Equipment Item 316,Safety Equipment,SUP001,117.68,225.87,108.19,47.9,1.66,0.254,5.8,50,True,65.23,6.033333333333334,0.9930058439206723,0.7666666666666666,80000,4000,2500,108.19,12490.610999999999,5982.906999999999,-10.22727272727273,30,23,76,123,Reorder,3.4,8.8,0.0,0.0,CRITICAL,46,3.4,0.43251635437169456,80000,4000,2500,138,CRITICAL
SKU332,52,SKU332,24.2,26.9,False,0,0.0,97.3,Q4,Normal,False,Safety Equipment Item 332,Safety Equipment,SUP005,138.24,227.32,89.08,39.2,4.74,0.108,6.7,25,False,18.78,7.341666666666666,1.2048827429432396,0.9916666666666667,75000,3800,2300,89.07999999999998,6114.907999999999,2396.2519999999995,11.157024793388427,36,9,34,48,Normal,10.4,3.5,10.0,1.11,CRITICAL,0,10.3,0.08935313282797688,75000,3800,2300,0,HIGH
SKU338,52,SKU338,20.5,16.0,False,0,1.3,96.1,Q4,Hot,False,Safety Equipment Item 338,Safety Equipment,SUP002,142.33,339.23,196.9,58.0,2.28,0.072,7.4,50,False,86.41,7.766666666666667,1.00844915437998,0.6833333333333332,60000,3000,2000,196.9,5427.68,3150.4,-21.95121951219512,2,7,29,50,Critical,0.7,2.9,0.0,0.0,CRITICAL,27,0.7,1.0281660422498942,60000,3000,2000,81,CRITICAL
SKU347,52,SKU347,64.5,60.6,False,0,0.0,95.4,Q4,Hot,False,Safety Equipment Item 347,Safety Equipment,SUP004,117.62,206.52,88.9,43.0,1.65,0.092,7.3,50,False,53.74,7.958333333333333,1.2420352310427896,0.9583333333333334,65000,3200,2200,88.9,12515.112000000001,5387.34,-6.04651162790697,102,23,96,129,Normal,11.1,9.2,29.0,1.26,HIGH,0,11.1,0.15381401637725417,65000,3200,2200,0,HIGH
SKU348,52,SKU348,68.2,124.8,True,25,0.0,95.0,Q4,Stormy,False,Safety Equipment Item 348,Safety Equipment,SUP004,41.11,107.02,65.9,61.6,5.31,0.145,6.6,10,True,12.41,7.108333333333333,1.1858700935548883,0.9416666666666668,65000,3200,2200,65.91,13356.096,8225.568,82.99120234604105,91,22,91,136,Normal,9.3,9.7,22.0,1.0,CRITICAL,0,9.4,0.1681999210649062,65000,3200,2200,0,HIGH
SKU355,52,SKU355,58.4,58.9,False,0,0.0,97.0,Q4,Normal,False,Safety Equipment Item 355,Safety Equipment,SUP002,95.21,148.38,53.17,35.8,3.59,0.081,6.3,100,False,14.83,6.366666666666667,0.9632646510065591,0.7999999999999999,60000,3000,2000,53.17,8739.582,3131.713,0.8561643835616417,80,20,73,116,Normal,9.6,8.3,27.0,1.35,HIGH,0,9.6,0.15056562675660484,60000,3000,2000,0,HIGH
SKU357,52,SKU357,66.2,60.2,False,0,0.0,97.3,Q4,Hot,False,Safety Equipment Item 357,Safety Equipment,SUP004,61.03,100.54,39.51,39.3,7.38,0.215,8.0,10,False,5.35,8.85,1.1981045636565053,1.1500000000000001,65000,3200,2200,39.510000000000005,6052.508000000001,2378.5020000000004,-9.063444108761331,125,28,111,132,Normal,13.2,9.5,41.0,1.46,HIGH,0,13.2,0.14951453830037306,65000,3200,2200,0,HIGH
SKU361,52,SKU361,25.3,20.8,False,0,6.4,97.2,Q4,Cold,False,Safety Equipment Item 361,Safety Equipment,SUP003,67.48,121.47,53.99,44.4,2.3,0.066,9.8,100,False,23.45,10.325000000000001,1.42963758916854,1.0583333333333333,40000,2000,1500,53.989999999999995,2526.576,1122.992,-17.786561264822133,17,11,48,100,Reorder,4.7,3.6,0.0,0.0,CRITICAL,31,4.7,0.3427973969358832,40000,2000,1500,93,CRITICAL
SKU392,52,SKU392,79.4,95.2,False,0,0.0,98.9,Q4,Cold,False,Safety Equipment Item 392,Safety Equipment,SUP003,73.01,152.62,79.61,52.2,6.12,0.458,12.5,250,False,13.0,13.216666666666667,2.1255302368770925,1.4666666666666668,40000,2000,1500,79.61,14529.424,7578.872,19.899244332493705,219,49,198,250,Normal,19.3,11.3,70.0,1.43,HIGH,0,19.4,0.15966864275655848,40000,2000,1500,0,MEDIUM
SKU400,52,SKU400,58.4,49.6,False,0,3.3,98.7,Q4,Normal,False,Safety Equipment Item 400,Safety Equipment,SUP004,88.7,214.0,125.31,58.6,7.45,0.438,6.7,72,False,16.83,6.666666666666667,0.9726564686777165,0.7666666666666666,65000,3200,2200,125.3,10614.4,6214.88,-15.068493150684926,8,25,80,116,Critical,1.0,8.3,0.0,0.0,CRITICAL,72,1.0,0.8684822934232715,65000,3200,2200,216,CRITICAL
SKU414,52,SKU414,41.1,39.2,False,0,4.3,97.8,Q4,Cold,True,Safety Equipment Item 414,Safety Equipment,SUP003,56.56,89.84,33.28,37.0,2.31,0.132,8.6,50,False,14.41,8.883333333333333,0.993463485473773,0.7666666666666666,40000,2000,1500,33.28,3521.7280000000005,1304.5760000000002,-4.622871046228704,34,18,70,82,Reorder,5.8,5.9,0.0,0.0,CRITICAL,36,5.8,0.30980121117470655,40000,2000,1500,108,CRITICAL
SKU415,52,SKU415,79.5,70.1,False,0,0.0,98.1,Q4,Stormy,False,Safety Equipment Item 415,Safety Equipment,SUP002,81.55,224.05,142.5,63.6,2.98,0.071,6.5,50,False,47.88,6.825,0.6863937380515384,0.6583333333333333,60000,3000,2000,142.5,15705.904999999999,9989.25,-11.82389937106919,121,32,109,159,Normal,10.7,11.4,43.0,1.34,HIGH,0,10.6,0.1812338922651055,60000,3000,2000,0,HIGH
SKU421,52,SKU421,47.2,47.0,False,0,3.5,98.5,Q4,Stormy,False,Safety Equipment Item 421,Safety Equipment,SUP004,109.04,226.48,117.44,51.9,7.43,0.414,6.4,100,True,15.81,6.925,0.9136589775582175,0.775,65000,3200,2200,117.43999999999998,10644.56,5519.679999999999,-0.423728813559332,15,20,66,100,Critical,2.2,6.7,0.0,0.0,CRITICAL,51,2.2,0.5386861873371148,65000,3200,2200,153,CRITICAL
SKU440,52,SKU440,28.1,23.5,False,0,0.6,98.3,Q4,Cold,False,Safety Equipment Item 440,Safety Equipment,SUP004,128.06,256.87,128.82,50.1,2.3,0.114,7.2,250,False,56.04,7.441666666666666,1.1090194959621955,0.7916666666666666,65000,3200,2200,128.81,6036.445,3027.035,-16.37010676156584,3,12,41,250,Critical,0.7,4.0,0.0,0.0,CRITICAL,38,0.8,0.9504349524945502,65000,3200,2200,114,CRITICAL
SKU452,52,SKU452,33.2,31.7,False,0,0.0,97.5,Q4,Cold,False,Safety Equipment Item 452,Safety Equipment,SUP002,22.89,38.18,15.29,40.0,2.75,0.248,9.8,25,False,5.56,10.533333333333333,1.6538293488602487,1.4333333333333333,60000,3000,2000,15.29,1210.306,484.693,-4.518072289156638,72,15,64,66,Normal,15.2,4.7,22.0,1.47,HIGH,0,15.3,0.08866624783696503,60000,3000,2000,0,MEDIUM
SKU454,52,SKU454,79.1,70.2,False,0,0.0,97.2,Q4,Hot,False,Safety Equipment Item 454,Safety Equipment,SUP005,130.67,267.14,136.47,51.1,4.0,0.193,11.8,10,True,34.1,11.941666666666668,1.993835195766889,1.6583333333333332,75000,3800,2300,136.47,18753.228,9580.194,-11.251580278128937,186,39,173,158,Normal,16.5,11.3,51.0,1.31,HIGH,0,16.5,0.16369257499105727,75000,3800,2300,0,MEDIUM
SKU460,52,SKU460,52.6,46.4,False,0,15.8,96.6,Q4,Hot,False,Safety Equipment Item 460,Safety Equipment,SUP001,142.63,224.66,82.04,36.5,0.93,0.467,6.8,38,False,88.28,6.783333333333334,1.168396985254376,0.8666666666666667,80000,4000,2500,82.03,10424.224,3806.192,-11.787072243346008,30,18,68,105,Reorder,4.0,7.5,0.0,0.0,CRITICAL,38,4.0,0.3813485765301061,80000,4000,2500,114,CRITICAL
SKU466,52,SKU466,20.1,23.9,False,0,0.0,97.1,Q4,Hot,False,Safety Equipment Item 466,Safety Equipment,SUP004,39.58,63.21,23.63,37.4,4.35,0.426,7.5,25,False,5.44,7.6499999999999995,1.0238075103171587,0.8333333333333334,65000,3200,2200,23.630000000000003,1510.7189999999998,564.7570000000001,18.9054726368159,31,7,28,40,Normal,10.8,2.9,9.0,1.29,HIGH,0,10.7,0.08062441884288665,65000,3200,2200,0,HIGH
